Molecula,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Pos_7,Pos_8,Pos_9,Pos_10,Pos_11,Pos_12,Pos_13,Pos_14,Pos_15,Pos_16,nm_R1,R1,Rmax,nm_Rmax,Rmin,nm_Rmin,e1,m1,g1,gmax1,gmax,gmaxmax,gmin,gminmin
6Heliceno_1-CHO_10-CHO_13-COOH_16-CHO.log,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.45,0.0,0.0,0.42,433.86,132.6153,162.4014,371.28,-105.2665,351.1,0.926,1.5,0.0618,0.064844297,0.00675,0.029563074,-0.00593,0.006878833
6Heliceno_1-NO2.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.76,56.5858,196.8677,338.57,-202.8945,324.92,0.607,1.06,0.0614,0.069783785,0.00319,0.02040872,-0.00756,0.008527613
6Heliceno_1-NO2_5-COOH_15-COOH_9-CN.log,0.78,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.45,0.0,420.75,74.052,416.3437,357.51,-165.8346,330.73,0.695,1.18,0.0612,0.067756217,0.0133,0.029139018,-0.00797,0.008011627
6Heliceno_6-CN_1-NO2_12-COOH.log,0.78,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,442.86,57.382,321.8867,365.57,-222.8781,287.76,0.614,1.09,0.061,0.071242496,0.00756,0.023147708,-0.0113,0.016713207
6Heliceno_1-NO2_6-NO2_16-CN.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,447.98,89.3788,127.6519,402.27,-135.8122,303.67,0.766,1.29,0.0609,0.067292215,0.0226,0.034047305,-0.00443,0.005826184
6Heliceno_1-NO2_7-NO2_2-NO2.log,0.78,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.13,14.7662,158.8919,380.48,-116.7038,347.42,0.312,0.716,0.0606,0.091802222,0.011,0.024917558,-0.00622,0.011382651
6Heliceno_6-COOH_16-CHO.log,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,391.13,41.3566,265.8356,341.09,-478.1769,280.46,0.523,0.799,0.0604,0.061044298,0.00808,0.023298442,-0.00638,0.006839347
6Heliceno_1-NO2_4-F_6-OH_9-CH3_13-SH_14-CC.log,0.78,0.0,0.0,0.06,0.0,-0.37,0.0,0.0,-0.17,0.0,0.0,0.0,0.15,0.23,0.0,0.0,456.01,44.2959,160.7659,368.65,-155.4118,287.71,0.542,0.898,0.0603,0.066257214,0.0376,0.046803855,-0.00358,0.006591182
6Heliceno_1-NO2_6-NO2_11-CN.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,441.41,77.1903,199.1238,350.5,-262.3197,330.85,0.72,1.18,0.0596,0.065598529,0.0403,0.040447797,-0.00427,0.009941855
6Heliceno_5-CN_7-COOH_8-CH3_12-Br_16-NO2.log,0.0,0.0,0.0,0.0,0.66,0.0,0.45,-0.17,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.78,441.2,52.1225,430.3651,363.17,-238.7102,286.5,0.593,0.941,0.0594,0.063494452,0.0056,0.020995613,-0.0101,0.010648459
6Heliceno_6-CN_1-NO2_5-COOH_13-NO2.log,0.78,0.0,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,430.4,48.2931,112.85,402.27,-140.7417,323.42,0.571,1.09,0.0592,0.076585098,0.00718,0.025426886,-0.00625,0.008487759
6Heliceno_1-NO2_5-COOH.log,0.78,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.28,36.8276,205.5369,354.67,-101.8047,331.63,0.5,0.985,0.0589,0.078749531,0.0332,0.034638813,-0.00433,0.005706063
6Heliceno_1-NO2_5-CN_11-CHO_13-NO2.log,0.78,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.78,0.0,0.0,0.0,430.7,83.4699,167.7754,384.31,-108.3707,370.96,0.756,1.13,0.0585,0.059670123,0.00364,0.02112789,-0.00677,0.008963699
6Heliceno_1-NO2_11-COOH_16-NO2.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,467.28,134.7798,232.4413,350.71,-143.824,289.14,0.961,1.5,0.0584,0.062581809,0.0104,0.032312453,-0.0123,0.016174978
6Heliceno_1-NO2_7-NO2_6-NO2_16-NO2.log,0.78,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,448.91,136.6113,143.2565,342.16,-128.1284,323.44,0.967,1.59,0.0584,0.065576857,0.013,0.026435772,-0.00469,0.006689386
6Heliceno_6-CN_1-NO2_5-COOH_13-COOH.log,0.78,0.0,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,443.39,33.9292,213.2066,358.85,-157.5232,280.3,0.482,1.01,0.0584,0.084145659,0.00629,0.024062983,-0.0053,0.010131092
6Heliceno_2-COOH_5-CN_10-NO2_15-CN_16-NO2.log,0.0,0.45,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.66,0.78,445.85,16.03,418.0505,372.04,-185.312,287.93,0.332,0.551,0.0582,0.066398113,0.0158,0.033144392,-0.0107,0.017779411
6Heliceno_5-COOH_1-NO2_12-COOH.log,0.78,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,433.92,49.0145,349.6705,361.63,-227.1833,338.43,0.582,1.0,0.0579,0.068812115,0.00475,0.021848814,-0.00884,0.009364775
6Heliceno_1-NO2_6-NO2_15-NO2.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,435.4,96.3093,206.253,397.5,-153.5344,295.66,0.816,1.29,0.0579,0.063089469,0.0239,0.032008346,-0.00602,0.009813842
6Heliceno_1-NO2_2-Br_3-COOH_4-OH_13-CC.log,0.78,0.232,0.45,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,448.01,28.9673,502.2325,368.25,-268.3806,280.43,0.448,0.823,0.0577,0.073516578,0.0123,0.035999605,-0.00357,0.00587339
6Heliceno_1-NO2_16-COOH_4-CHO_7-NO2.log,0.78,0.0,0.0,0.42,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,483.78,46.6249,258.5004,370.47,-68.6067,362.75,0.569,1.0,0.0576,0.070298018,0.0169,0.035945542,-0.00288,0.011860954
6Heliceno_1-NO2_6-NO2_13-NO2.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,435.12,60.9629,132.0214,403.5,-113.0764,299.32,0.653,1.16,0.0572,0.071311845,0.0321,0.036009793,-0.00271,0.004305212
6Heliceno_2-COOH_16-NO2.log,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,449.65,79.423,552.0635,356.94,-224.8281,281.41,0.747,1.15,0.0569,0.061702349,0.0333,0.040048031,-0.0101,0.010259692
6Heliceno_6-COOH_16-NO2.log,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,451.69,72.9063,218.2915,354.76,-139.8148,329.69,0.716,1.07,0.0568,0.059748836,0.0329,0.036382401,-0.00986,0.014387417
6Heliceno_1-CHO_2-NO2_7-NO2_16-NO2.log,0.42,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,438.79,127.9942,52.3875,376.88,-167.6439,373.24,0.949,1.44,0.0568,0.060795607,0.00675,0.020408234,-0.00737,0.010383712
6Heliceno_1-NO2_15-NO2.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,441.62,110.0134,187.3983,361.86,-242.9249,311.89,0.885,1.26,0.0562,0.056755305,0.0195,0.035455569,-0.00698,0.007556184
6Heliceno_2-NO2_16-NO2.log,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,441.62,110.0133,187.3983,361.86,-242.9249,311.89,0.885,1.26,0.0562,0.056755305,0.0195,0.035455569,-0.00698,0.007556184
6Heliceno_9-CN_1-NO2_5-COOH_12-COOH.log,0.78,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.66,0.0,0.0,0.45,0.0,0.0,0.0,0.0,416.29,64.1045,286.9126,361.42,-121.1591,272.8,0.677,1.09,0.0559,0.064503532,0.00389,0.020348253,-0.0048,0.005757079
6Heliceno_1-NO2_15-CHO_10-CHO_5-CN.log,0.78,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.42,0.0,435.35,90.0183,385.7824,362.51,-128.7904,313.11,0.803,1.25,0.0559,0.062284888,0.0147,0.028309888,-0.00269,0.006664674
6Heliceno_1-NO2_2-CN_7-NO2_13-CN.log,0.78,0.66,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,454.65,24.9211,377.5038,371.24,-375.465,284.77,0.423,0.752,0.0556,0.071082907,0.00894,0.029681746,-0.00954,0.012884487
6Heliceno_1-COOH_10-CHO_13-COOH_16-CHO.log,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.45,0.0,0.0,0.42,431.86,132.8679,263.1259,366.33,-119.733,347.68,0.978,1.45,0.0556,0.059199137,0.00918,0.028791532,-0.00535,0.010019913
6Heliceno_2-CN_10-COOH_16-NO2.log,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.78,435.9,78.959,514.4227,355.84,-245.832,284.51,0.755,1.11,0.0554,0.058722041,0.0134,0.029674494,-0.00825,0.009023501
6Heliceno_1-NO2_6-NO2_10-NO2_16-NO2.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.78,456.62,113.2188,113.5452,345.63,-117.2862,359.67,0.904,1.37,0.0554,0.060634346,0.0253,0.042444127,-0.0062,0.008544273
6Heliceno_1-NO2_6-COOH_11-COOH_9-CN.log,0.78,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.66,0.0,0.45,0.0,0.0,0.0,0.0,0.0,433.26,96.5112,321.7577,357.53,-182.4921,272.59,0.835,1.22,0.0554,0.058559453,0.00792,0.022875065,-0.00979,0.012905708
6Heliceno_1-NO2_9-CN_4-CHO_7-NO2.log,0.78,0.0,0.0,0.42,0.0,0.0,0.78,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.71,33.3205,323.2653,376.89,-261.9126,292.79,0.491,0.924,0.0552,0.07523421,0.0233,0.031191617,-0.0107,0.01165199
6Heliceno_2-Cl_6-Br_13-COOH_16-NO2.log,0.0,0.227,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.78,454.24,48.8588,419.0187,352.68,-180.0337,333.68,0.595,1.06,0.0552,0.071566792,0.0185,0.034502182,-0.00812,0.008636207
6Heliceno_10-SH_13-SH_16-SMe.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.001,414.31,67.0401,226.2728,366.37,-127.3619,288.84,0.699,0.974,0.0548,0.055710726,0.00197,0.022929624,-0.00321,0.015019435
6Heliceno_1-NO2_14-CN.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,440.99,103.2172,174.0322,333.23,-164.1451,323.56,0.87,1.23,0.0546,0.056481312,0.00502,0.021150749,-0.00633,0.007148187
6Heliceno_1-NO2_7-NO2_16-NO2.log,0.78,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,454.31,139.585,148.0956,343.78,-88.0702,378.31,1.01,1.41,0.0545,0.055859416,0.0107,0.019145749,-0.0073,0.007562159
6Heliceno_1-NO2_5-COOH_6-NO2.log,0.78,0.0,0.0,0.0,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.38,21.1793,288.1878,357.02,-120.2212,328.1,0.394,0.892,0.0544,0.090446361,0.0351,0.039193724,-0.0061,0.008999804
6Heliceno_1-NO2_6-NO2_9-COOH_16-NO2.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.78,455.7,109.4028,68.206,416.87,-204.7355,305.47,0.897,1.41,0.0543,0.062866054,0.0562,0.063175522,-0.00562,0.008534354
6Heliceno_1-NO2_9-CHO_4-CHO_7-NO2.log,0.78,0.0,0.0,0.42,0.0,0.0,0.78,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.22,33.4803,365.5701,382.05,-206.9537,371.38,0.5,0.937,0.0535,0.074903314,0.0104,0.024169664,-0.0141,0.015549279
6Heliceno_1-NO2_6-NO2_11-NO2.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,443.46,88.5463,215.7779,354.46,-178.056,348.37,0.814,1.2,0.0534,0.058993496,0.0251,0.033946001,-0.00753,0.008368971
6Heliceno_1-NO2_4-CHO_7-NO2_9-CHO.log,0.78,0.0,0.0,0.42,0.0,0.0,0.78,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.18,33.4427,365.2512,382.07,-206.2101,371.4,0.5,0.936,0.0534,0.074800881,0.0104,0.024148908,-0.0142,0.015579721
6Heliceno_1-NO2_13-CHO_5-COOH_6-CN.log,0.78,0.0,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,437.74,38.2822,136.2418,402.99,-173.8898,285.69,0.537,1.05,0.0531,0.078164331,0.0124,0.027252525,-0.0056,0.012847519
6Heliceno_11-OH_16-SH_13-SMe_1-SMe.log,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.001,0.0,0.0,0.15,420.8,74.5124,238.49,372.94,-203.8744,287.23,0.749,1.25,0.0531,0.066950417,0.011,0.030462558,-0.00597,0.00610689
6Heliceno_1-CHO_5-Cl_6-SH.log,0.42,0.0,0.0,0.0,0.227,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.98,114.2165,154.6432,369.55,-171.2993,314.67,0.929,1.35,0.053,0.057989005,0.0134,0.034758915,-0.00512,0.008035419
6Heliceno_1-NO2_6-COOH_8-CN_10-CN_11-CN.log,0.78,0.0,0.0,0.0,0.0,0.45,0.0,0.66,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,426.97,82.6152,201.1566,357.32,-227.6819,310.27,0.793,1.15,0.0525,0.057880816,0.00561,0.019198045,-0.00354,0.004702902
6Heliceno_1-NO2_6-COOH_8-CN_10-CN_11-CN.log,0.78,0.0,0.0,0.0,0.0,0.45,0.0,0.66,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,426.97,82.6152,201.1566,357.32,-227.6819,310.27,0.793,1.15,0.0525,0.057880816,0.00561,0.019198045,-0.00354,0.004702902
6Heliceno_1-NO2_6-NO2_14-CN_15-COOH.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.45,0.0,427.46,112.1249,446.5731,341.9,-202.7393,321.83,0.926,1.29,0.0523,0.055543496,0.0106,0.026740728,-0.01,0.011328357
6Heliceno_1-NO2_6-NO2_14-CN_15-COOH.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.45,0.0,427.46,112.1249,446.5731,341.9,-202.7393,321.83,0.926,1.29,0.0523,0.055543496,0.0106,0.026740728,-0.01,0.011328357
6Heliceno_4-COOH_16-NO2.log,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,446.61,70.3318,350.8778,351.47,-184.5572,326.96,0.734,1.16,0.0521,0.062992033,0.0224,0.033003581,-0.0106,0.010859628
6Heliceno_1-NO2_6-NO2_5-COOH.log,0.78,0.0,0.0,0.0,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.28,19.732,279.0672,358.53,-112.5902,284.56,0.39,0.877,0.052,0.089947798,0.0382,0.040372387,-0.00796,0.016343121
6Heliceno_1-NO2_5-COOH_7-NO2_16-NO2.log,0.78,0.0,0.0,0.0,0.45,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,447.86,142.3986,66.2502,355.75,-130.1152,347.83,1.05,1.57,0.052,0.059983443,0.00624,0.024027816,-0.00757,0.008541465
6Heliceno_13-CHO_1-NO2_5-COOH_11-COOH_7-CN_16-NO2.log,0.78,0.0,0.0,0.0,0.45,0.0,0.66,0.0,0.0,0.0,0.45,0.0,0.42,0.0,0.0,0.78,462.7,92.1417,86.7157,404.05,-146.6777,343.61,0.844,1.35,0.0517,0.063737112,0.0292,0.043222992,-0.00809,0.008191549
6Heliceno_1-cloro_3-fluor_9-fluor_14-cloro_15-cloro_16-fluor.log,0.227,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.227,0.227,0.06,391.01,2.6234,585.4563,355.57,-268.9805,264.47,0.143,0.327,0.0515,0.091642941,0.0109,0.030358318,-0.00583,0.008595923
6Heliceno_8-SH_15-SH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,393.91,9.3825,473.9638,362.17,-236.0759,250.8,0.27,0.46,0.0513,0.067960643,0.00624,0.023891909,-0.01,0.017372641
6Heliceno_1-NO2_11-NO2.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,445.08,91.471,167.8823,364.58,-160.332,311.44,0.845,1.09,0.0513,0.051552495,0.0133,0.027682771,-0.00974,0.010266864
6Heliceno_6-NO2_16-NO2.log,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,445.08,91.4711,167.8822,364.58,-160.332,311.44,0.845,1.09,0.0513,0.051552495,0.0133,0.027682771,-0.00974,0.010266864
6Heliceno_1-COOH_10-NO2_13-NO2_16-NO2.log,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.78,0.0,0.0,0.78,485.7,33.375,359.6721,368.15,-105.178,364.21,0.511,0.983,0.0511,0.076919603,0.0151,0.031354892,-0.00802,0.013867875
6Heliceno_1-COOH_10-NO2_13-NO2_16-NO2.log,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.78,0.0,0.0,0.78,485.7,33.375,359.6721,368.15,-105.178,364.21,0.511,0.983,0.0511,0.076919603,0.0151,0.031354892,-0.00802,0.013867875
6Heliceno_1-NO2_4-COOH_7-NO2.log,0.78,0.0,0.0,0.45,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.95,31.4588,320.5875,366.88,-190.2888,288.68,0.497,0.931,0.051,0.074915894,0.0304,0.041988863,-0.00962,0.012537085
6Heliceno_13-COOH_1-NO2_16-CHO_11-CN.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.45,0.0,0.0,0.42,441.19,106.5926,123.031,332.64,-198.1729,284.66,0.914,1.38,0.051,0.060227644,0.00815,0.025804731,-0.00582,0.010059574
6Heliceno_1-NO2_3-CN_6-CHO_9-CN_11-COOH_16-COOH.log,0.78,0.0,0.66,0.0,0.0,0.42,0.0,0.0,0.66,0.0,0.45,0.0,0.0,0.0,0.0,0.45,444.92,116.2451,119.5117,390.98,-293.2637,288.32,0.956,1.45,0.0509,0.060829514,0.0244,0.038571398,-0.00636,0.007935365
6Heliceno_1-NO2_7-NO2_4-CN.log,0.78,0.0,0.0,0.66,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.5,30.4583,282.4262,369.84,-181.092,290.19,0.49,0.902,0.0507,0.073624588,0.0241,0.038103391,-0.00891,0.013287683
6Heliceno_6-CN_1-NO2_5-COOH.log,0.78,0.0,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.24,19.9851,290.1483,360.76,-143.1814,270.49,0.398,0.87,0.0505,0.087450574,0.0185,0.032035356,-0.00246,0.002882624
6Heliceno_3-CN_4-COOH_16-NO2_6-COOH_1-COOH_10-CHO.log,0.45,0.0,0.66,0.45,0.0,0.45,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.78,452.63,119.6176,101.1858,414.25,-150.9891,327.72,0.974,1.33,0.0505,0.054639531,0.00888,0.027139223,-0.00489,0.009416604
6Heliceno_1-COOH_10-CN_16-CHO_13-COOH.log,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.45,0.0,0.0,0.42,433.59,161.217,204.2244,361.9,-216.1904,266.82,1.13,1.64,0.0504,0.058117824,0.00815,0.029615307,-0.00748,0.010762489
6Heliceno_1-NO2_5-COOH_15-COOH_13-CHO.log,0.78,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.45,0.0,424.97,73.0601,162.0041,374.96,-282.2149,283.58,0.762,1.16,0.0503,0.06079403,0.00282,0.024462879,-0.00888,0.009924527
6Heliceno_1-NO2_16-NO2.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,466.73,152.8277,447.2972,338.96,-193.8098,317.7,1.1,1.52,0.0501,0.055102392,0.0144,0.03044572,-0.00471,0.004706547
6Heliceno_1-NO2_12-CN_14-CN_6-NO2.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.0,0.0,424.61,99.6441,225.1226,339.78,-122.891,329.04,0.892,1.25,0.0501,0.055961686,0.0291,0.036455905,-0.00552,0.008237559
6Heliceno_1-CN_6-CN_13-CN.log,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,397.32,7.4695,479.2828,365.27,-481.9069,278.46,0.245,0.358,0.0498,0.058410838,0.00981,0.027362306,-0.00983,0.010706643
6Heliceno_1-NO2_6-NO2_12-CN.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,435.98,62.1753,113.221,368.92,-166.6483,330.08,0.706,1.12,0.0498,0.063528978,0.00538,0.01911236,-0.00283,0.014487855
6Heliceno_1-CHO_2-COOH_3-CH3_5-Cl_13-Cl_16-CH3.log,0.42,0.45,-0.17,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,-0.17,403.87,3.699,390.9774,372.76,-279.6116,292.33,0.172,0.285,0.0497,0.066185954,0.00948,0.03245165,-0.00407,0.004093248
6Heliceno_1-NO2_5-COOH_15-COOH_13-COOH.log,0.78,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.0,430.08,66.17,326.8227,367.61,-176.1017,279.56,0.731,1.13,0.0495,0.061785249,0.00583,0.026800595,-0.00327,0.006512969
6Heliceno_2-NO2_10-Br_12-CN_16-NO2.log,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.66,0.0,0.0,0.0,0.78,435.98,112.7097,228.8208,389.65,-132.2294,321.48,0.956,1.34,0.0494,0.055944194,0.00832,0.031357217,-0.00672,0.008564518
6Heliceno_1-NO2_13-CHO.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,442.28,73.1422,193.8557,356.5,-244.1063,278.62,0.77,1.17,0.0493,0.06067606,0.00731,0.024995431,-0.00805,0.009319762
6Heliceno_1-NO2_6-NO2_10-CN.log,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,445.67,65.6698,210.1964,351.31,-171.3745,334.63,0.731,1.18,0.0491,0.064573813,0.0356,0.035937161,-0.00233,0.011565468
6Heliceno_1-NO2_10-CN_11-CHO.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.42,0.0,0.0,0.0,0.0,0.0,435.61,112.2609,141.8746,345.12,-151.8075,285.39,0.957,1.24,0.049,0.051910585,0.00668,0.026930847,-0.00338,0.008975915
6Heliceno_1-NO2_14-OMe_15-Cl.log,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.227,0.0,465.49,47.8866,333.046,344.17,-230.2615,329.35,0.626,0.789,0.0488,0.050391223,0.0141,0.026798429,-0.00863,0.008807572
6Heliceno_1-NO2_4-Br_7-Br_11-NO2.log,0.78,0.0,0.0,0.232,0.0,0.0,0.232,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,447.1,77.8259,144.2983,364.75,-122.7631,339.45,0.802,1.09,0.0483,0.054173747,0.0263,0.039309404,-0.00167,0.011925534
6Heliceno_1-NO2_2-CN_7-NO2.log,0.78,0.66,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.59,17.3526,230.497,375.27,-315.7498,292.19,0.381,0.753,0.0478,0.079089078,0.0177,0.03489288,-0.0114,0.011685179
6Heliceno_1-NO2_3-CH3_12-CHO.log,0.78,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,443.42,79.6174,148.5043,360.53,-183.8557,283.41,0.816,1.2,0.0478,0.059013613,0.032,0.035888903,-0.00552,0.010172714
6Heliceno_1-COOH_8-CHO_16-NO2.log,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,446.1,86.4191,173.6286,338.24,-182.0494,280.19,0.853,1.35,0.0476,0.063167518,0.0171,0.026279793,-0.00476,0.006671123
